ID,County,Value chain,Value chain stage,Key activities,Who is involved,Input supply (key activities importance),Input supply (key activities location in the country)
1240,Nandi,Maize,Post harvest,Transportation,"farmers, transporters",for proper storage and marketing,"at farm level , market centers, cooperative stores"
1241,Nandi,Tea,Post harvest,Sorting,"farmers, pluckers",It helps improve tea quality,collection centers
1242,Narok,Sheep (meat),Post harvest,Transportation,"Farmers, middlemen, and government","Economic activities, control of diseases, and animal care",All sub counties
1243,Narok,Maize,Post harvest,Drying,"Men, women and youth",To reduce crop moisture contents to 13% so as to avoid quality detoriation,All over the county
1244,Narok,Local chicken,Post harvest,Transportation of eggs and chicken (live or meat),men and youth,Access to market and reach the market in good condition,All market centers in the county and neighbourhood
1245,Narok,Cattle (milk),Post harvest,Clean milk handling during transportation,"Farmers, milk traders/vendors, transporters,",For clean milk and safety,"Cooperatives, milk cooling centers, milk bars and horse holds"
1246,Nyamira,Local chicken,Post harvest,Egg collection,Farmers,To generate income,Farm level/ households
1247,Nyamira,Local vegetables,Post harvest,sorting and packing (value addition),"farmers, hired labour, buyers",For value addition and quality,All over the county
1248,Nyamira,Cattle (milk),Post harvest,Acquisation of milk testing equipment,Farmers and extension providers,for quality control and disease detection,All over the county
1249,Nyamira,Banana,Post harvest,Sorting and grading,farmers and buyers,"To meet customer demand preference, to enhance value of the product, targetting market segments","Farms, collection centers, cold storage centers"
1250,Samburu,Local chicken,Post harvest,Transporting,farmers/brokers,products get to market,Countywide
1251,Samburu,Cattle (meat),Post harvest,Collection,"farmers, middlemen",Market accessibility,Countywide
1252,Samburu,Apiculture,Post harvest,Semi processing,men and youth,to add value to the product,Homesteads
1253,Samburu,Shoats,Post harvest,Bulking and fattening,"traders (men and youth), retailers (butcheries), wholesaler (large scale traders), individual farmers","For better prices, to deliver the most products to end consumer source of income to all actors","household level, market places"
1254,Transnzoia,Maize,Post harvest,Shelling and drying,"Farmers and  labourers, machinery and maize dryers","Separate the edible produce from non-edible parts, reduce moisture content to storable levels and to eliminate aflatoxin","Farm level, drying facilities mostly in urban areas"
1255,Transnzoia,Indigenous chicken,Post harvest,Picking and handling of egges,"Men (medium), youth (high), women (high)","Support hatchability, avoid breakage and losses, maintains quality","Farm-level in all sub-counties, agrovets in urban and rural market centers, Producer organizations at institutional level, CIGs at group levels"
1256,Transnzoia,Cattle (milk),Post harvest,Bulking and storage,"Farmer, coperative societies, and processors","Enhance the quality of milk, reduce transportation cost","At the collecting centers, at cooperative and on farm"
1257,Transnzoia,Beans,Post harvest,Transporting from the farm,"Men, women , and youth, plant operators, draft animal operators","To move from farm to home stores for storage, transporting from stores to market for selling","Rural and urban farmers or traders, farm storage facilities"
1258,Turkana,Sorghum,Post harvest,Processing,"Farmers, NGOs and Government",Reduces post-harvest losses,irrigation schemes and rain-fed farms
1259,Turkana,Shoats,Post harvest,Processing,Meat processors/ butcher,Increases the value of meat(value addition),Market centers
1260,Turkana,Local poultry,Post harvest,Transportation,Individual owners and business people,Access to better markets,Countywide
1261,Turkana,Fisheries,Post harvest,Transportation to the processing unit,Transporter- mainly male youth,Aids fish transportation to processing unit,"Langech, Kalokol, Loropio and Lodwar"
1262,Vihiga,Indigenous chicken,Post harvest,Egg collection,Farmers,"Readiness for market, reduce losses due to breakage, create space for more laying",On farm
1263,Vihiga,Cattle (milk),Post harvest,Bulking,Farmers,affects the quality and quantity of milk,"farm, collection centers, processing plant"
1264,Vihiga,Banana,Post harvest,"Sorting, grading and storage","farmers, labourers, extension officer","For quality management, longer shelf life, for better prices","on farm, aggregation centers"
1265,Vihiga,African indigenous vegetables,Post harvest,Land preparation,family and hired labour,"In preparation for planting, weed control",on the farm
1266,Busia,Cassava,Post harvest,"Processing-flour pain,chips,composite flour","farmers/household,hired labor,processing industry,communal villages and cooperative societies","to improve the value of the product e.g washing and peeling,drying and fermenting,chipping and grinding","farmers,households engaged in cassava production,tanganyika commercial value of cassava agribusiness development centre"
1267,Busia,Local Poultry (meat),Post harvest,Transportation,"breeders,traders/middlemen,consumers,farmers,bodabodas",to get the birds to the desired destination for marketing or consumption,throughout the county from farmers to trading centres to other farmers or to hotels for consumption purposes
1268,Busia,Maize,Post harvest,Storing,household and hired labor,"for future use,to reduce post harvest losses,to reduce post harvest attacks e.g aflatoxins,for security reasons","individual households e.g hermatic bags,granaries,silos"
1269,Busia,Sorghum,Post harvest,Storing,"farmers ,traders and millers","to help speculate for market prices,for future home use,preserve(help stay longer)",Countywide
1270,Nyeri,Banana,Post harvest,handling and transportation(minimize damage and injury),"farmers,marketing agents,transporters","minimises losses and breakages,marketability of produce,creating employment",
1271,Nyeri,Dairy cow,Post harvest,value addition-collective cooling and bulking,"farmers coops,county government","extend the shelf life of the product, to ensure through preservation and availability during times of scarcity,for high returns,economies of scale through marketing",coop societies and subcounty and ward levels
1272,Nyeri,Irish Potatoes,Post harvest,grading,farmers and middlemen and extension agents,to get different sizes for different purposes,at farm level
1273,Nyeri,Local poultry,Post harvest,Slaughtering,"farmers,youth","ease of marketing,reduce bulk value addition",Farm level
1274,Makueni,Dairy cow,Post harvest,Transportation,"farmers,contracted milk collectors",to reach the desired market/consumers,to make marketing easier
1275,Makueni,Green grams,Post harvest,Sorting and grading,"farmers and farmhands(laborers),aggregation centres,wholesalers and retailers",to make the product attractive and presentable to fetch higher prices,"where production takes place-on farm,aggregation centres,buyers and outlets"
1276,Makueni,Local poultry,Post harvest,Transportation,Farmers and traders,To reach the markets,Countywide
1277,Makueni,Mango,Post harvest,Transportation,buyer and exporters,to access the various markets for the produce,Across the county
1278,Nakuru,Dairy cow,Post harvest,Transportation,"youth,local cooperatives, private transporters",deliver products to the consumer,all over the county
1279,Nakuru,Irish Potatoes,Post harvest,Harvesting,farmer(women and youth),maintain good quality-good harvest ensures quality potatoes,farm sites
1280,Nakuru,Local poultry,Post harvest,Bulking,men,to reduce the cost of transport,Across the county
1281,Nakuru,Maize,Post harvest,Storing,"men- large scale, small scale-women and youth","to maintain continued supply of grain for the family and county at large, wait for the higher price",on farm throughout the county and county stores
1282,Taita Taveta,Banana,Post harvest,Transportation,farmers and transporters,To reach the markets,The entire county
1283,Taita Taveta,Dairy cow,Post harvest,Bulking,"milk graders,cooperatives and individual farmers","easy transportation,value addition and better marketing prices",taita and sub counties
1284,Taita Taveta,Maize,Post harvest,proper storage,"farmers,traders and transporters","reduce postharvest losses,improves the value of the produce,improves the shelf life of the produce","county wide(farm specific),traders stores,silos(NCPB),processors stores"
1285,Taita Taveta,Goat (meat),Post harvest,"acquiring of transport facilities i.e to transport live animals ,refigerated vehicles for meat transporters",donors and well wishers,to transport live animals from the collection centres to the slaughterhouses and other consumers and other outlets,The entire county
1286,Siaya,Beans,Post harvest,Storing,Farmers,"market speculation,prolonged shelf life",on farm in the entire county
1287,Siaya,Sorghum,Post harvest,Transportation,farmer household,for safety and maintenance of production quality,entire county(siaya)
1288,Siaya,Maize,Post harvest,Processing,farmers and hired labor,"quality control,reduction in pH losses","farms,market centres"
1289,Siaya,Local poultry,Post harvest,Transportation,"farmers and buyers,transporters and service providers",marketing and time management,farm and markets
1290,Embu,Banana,Post harvest,processing(value addition),"farmers,farmer groups",to preserve and increase shelf life,"Household,farmer group meeting points"
1291,Embu,Beans,Post harvest,winnowing,"farmers,casual workers,extension workers for information","for cleaning the produce,to prepare for dusting","in the farms,near storage facilities"
1292,Embu,Dairy cow,Post harvest,Processing,"milk processors-KCC Brooksides,Aspen,superior highland","value addition,increase shelf life ,yoghurts,packaging",market centres
1293,Embu,Maize,Post harvest,Storing,"farmers and buyers,agriculture extensioon officers,catholic diosece","food security,sale for later date with good prices,for buyers to aggregate,preservation(lon time)without being affected by weevil","farmers houses and stores,buyers stores(in maize growing areas farmer homesteads and local markets"
